,negative_score,neutral_score,positive_score,Close
2020-09-17,0.010447375476360321,0.002600077772513032,0.986952543258667,3357.010009765625
2020-09-21,0.6200888603925705,0.1956565836444497,0.18425458297133446,3281.06005859375
2020-09-23,0.03160751610994339,0.9674584865570068,0.000934053969103843,3236.919921875
2020-09-24,0.634392261505127,0.0003217856865376234,0.3652859330177307,3246.590087890625
2020-09-25,0.00026638348936103284,0.00011307130625937134,0.9996205568313599,3298.4599609375
2020-09-28,0.4367919151482056,0.06287296571099432,0.5003351717605256,3351.60009765625
2020-09-29,0.0003615860623540357,9.370009138365276e-05,0.9995447099208832,3335.469970703125
2020-09-30,0.00074298310209997,0.00028862145882158075,0.9989683777093887,3363.0
2020-10-01,0.6727361027151346,0.3263812324536654,0.000882624958952268,3380.800048828125
2020-10-02,0.00022245758736971766,0.00015106535283848643,0.9996263980865479,3348.419921875
2020-10-07,0.00021020248823333532,8.499316754750907e-05,0.9997047781944275,3419.43994140625
2020-10-08,0.00021085011394461617,0.0001740860316203907,0.9996150434017181,3446.830078125
2020-10-09,0.0009540707687847316,0.0003223792591597885,0.998723566532135,3477.139892578125
2020-10-13,0.00022092247672844678,0.0014142118016025051,0.9983648359775543,3511.929931640625
2020-10-15,0.0008862191170919687,0.49934196544927545,0.4997717817896046,3483.340087890625
2020-10-19,0.001055508415447548,8.281317423097789e-05,0.998861700296402,3426.919921875
2020-10-21,0.7287022471427917,0.0003925195778720081,0.27090519666671753,3435.56005859375
2020-10-22,0.0002501716371625662,8.046499715419486e-05,0.9996694326400757,3453.489990234375
2020-10-28,0.0005775971803814173,0.14293994817944622,0.8564824908971786,3271.030029296875
2020-11-02,0.00023941745894262567,7.212975833681412e-05,0.9996884763240814,3310.239990234375
2020-11-03,0.00021951297821942717,0.00013645217404700816,0.9996440410614014,3369.159912109375
2020-11-04,0.0003087619843427092,6.571388803422451e-05,0.9996254444122314,3443.43994140625
2020-11-05,0.005701824280549772,0.19450469524308572,0.7997934889688623,3510.449951171875
2020-11-06,0.023388395085930824,0.0006246070843189955,0.9759869575500488,3509.43994140625
2020-11-09,0.049363208054273855,0.0005297997122397646,0.9501070082187653,3550.5
2020-11-10,0.001090152623267689,0.3326656942687502,0.6662441661270956,3545.530029296875
2020-11-11,0.00019192937179468572,0.0001361389586236328,0.9996719360351562,3572.659912109375
2020-11-12,0.00021492090309038758,0.0008559233392588794,0.9989290833473206,3537.010009765625
2020-11-13,0.004817479755729437,0.06885495781898499,0.9263275265693665,3585.14990234375
2020-11-16,0.0007707161930738948,0.00019629660891951062,0.9990330040454865,3626.909912109375
2020-11-17,0.0006261093658395112,0.01045904215425253,0.9889149069786072,3609.530029296875
2020-11-19,0.004694829229265451,0.6023605465888977,0.3929446339607239,3581.8701171875
2020-11-20,0.00019850734679494053,0.0010694795055314898,0.9987320303916931,3557.5400390625
2020-11-24,0.0002154310786863789,8.52066368679516e-05,0.9996993541717529,3635.409912109375
2020-12-02,0.00021371008915593848,0.00011980895578744821,0.9996664822101593,3669.010009765625
2020-12-03,0.8977774381637573,0.0005601586308330297,0.10166238248348236,3666.719970703125
2020-12-08,0.34384139280882664,0.03956647261899585,0.6165921388504406,3702.25
2020-12-09,0.0004234133957652375,0.2495543111999723,0.7500223341048695,3672.820068359375
2020-12-11,0.9950231313705444,0.0014427383430302143,0.003534129820764065,3663.4599609375
2020-12-14,0.00019674053328344598,0.001654398423852399,0.9981488883495331,3647.489990234375
2020-12-16,0.49861293239519,0.011456670123152435,0.48993039412016515,3701.169921875
2020-12-17,0.0002268934331368655,8.340559725183994e-05,0.9996896684169769,3722.47998046875
2020-12-18,0.011278640478849411,0.00038097825017757714,0.9883403778076172,3709.409912109375
2020-12-21,0.00033684849040582776,0.00010368773655500263,0.9995594620704651,3694.919921875
2020-12-22,0.00020544569997582585,0.0001654825173318386,0.999629020690918,3687.260009765625
2020-12-23,0.00011490211909404024,0.9995598196983337,0.00032531627221032977,3690.010009765625
2020-12-24,0.00090693065430969,0.7165636420249939,0.28252941370010376,3703.06005859375
2020-12-31,0.038037001992051955,0.4229870951930934,0.5389759466052055,3756.070068359375
2021-01-04,0.013855362311005592,0.0074676452204585075,0.9786769151687622,3700.64990234375
2021-01-06,0.012250499028596096,0.48776411887592985,0.49998536765633617,3748.139892578125
2021-01-07,0.0008444080012850463,0.0379980894504115,0.9611575305461884,3803.7900390625
2021-01-14,0.00021923554595559835,0.0001300335570704192,0.9996507167816162,3795.5400390625
2021-01-15,0.0005166785122128204,0.49993577686836943,0.4995475426330813,3768.25
2021-01-19,0.4976173970462696,0.5009635301539674,0.0014190904912538826,3798.909912109375
2021-01-21,0.00035403764923103154,0.9995520710945129,9.38430821406655e-05,3853.070068359375
2021-01-22,0.030043405247852206,0.4849792020395398,0.48497744076303206,3841.469970703125
2021-01-25,0.0005460348329506814,0.9991059899330139,0.00034790337667800486,3855.360107421875
2021-01-26,0.0003631325889728032,0.00014742610073881224,0.9994893670082092,3849.6201171875
2021-01-27,0.008091136765870033,0.4999054761865409,0.4920034145034151,3750.77001953125
2021-01-29,0.0001982136454898864,0.003631052328273654,0.996170699596405,3714.239990234375
2021-02-02,0.00030034622371507186,0.33328626080522855,0.6664133788047669,3826.31005859375
2021-02-03,0.00015808128227945417,0.9982345104217529,0.0016074804589152336,3830.169921875
2021-02-04,0.9484368562698364,0.013011340983211994,0.03855184465646744,3871.739990234375
2021-02-05,0.0008502440032316372,0.0013483674829330994,0.9978013932704926,3886.830078125
2021-02-08,0.007444431073963642,6.79525692248717e-05,0.9924876689910889,3915.590087890625
2021-02-09,0.31802191488289583,0.00013785424622862288,0.6818402285377184,3911.22998046875
2021-02-11,0.00025835781343630515,0.33327687275232165,0.6664647734141909,3916.3798828125
2021-02-16,0.43843957952049095,0.017101150064263493,0.5444592572748661,3932.590087890625
2021-02-17,0.00023639319988433272,7.573954644612968e-05,0.999687910079956,3931.330078125
2021-02-18,0.00030319683719426394,0.00016274774679914117,0.9995341300964355,3913.969970703125
2021-02-19,0.0004909089911961928,0.00012085859998478554,0.9993882477283478,3906.7099609375
2021-02-23,0.9985783696174622,0.0006334617646643892,0.0007881394994910806,3881.3701171875
2021-02-24,0.9789919853210449,0.015145130455493927,0.005862879246706143,3925.429931640625
2021-02-25,0.3702825935833971,0.001449486007913947,0.6282679736614227,3829.340087890625
2021-03-01,0.00019743652956094593,0.00024604907957836986,0.9995564818382263,3901.820068359375
2021-03-02,0.00023636396508663893,0.33441964071244,0.6653440279842471,3870.2900390625
2021-03-03,0.0004207473830319941,5.825818152516149e-05,0.999521017074585,3819.719970703125
2021-03-04,0.9005192518234253,0.09714220545720309,0.002338521104926864,3768.469970703125
2021-03-05,0.0002642935069161467,0.00026347869425080717,0.9994722008705139,3841.93994140625
2021-03-09,0.014277622181301316,8.318314333640349e-05,0.9856391747792562,3875.43994140625
2021-03-10,0.000996711736661382,0.0005154675964149646,0.998487800359726,3898.81005859375
2021-03-11,0.6611532923416235,0.0007037904094128559,0.3381428765133023,3939.340087890625
2021-03-12,0.213974301800287,0.11886453253828222,0.6671611998074999,3943.340087890625
2021-03-17,0.2962460663402453,0.3074932514282409,0.39626069615284604,3974.1201171875
2021-03-23,0.907707691192627,0.08904614299535751,0.0032460936345160007,3910.52001953125
2021-03-30,0.9945253133773804,0.004278560634702444,0.0011961733689531684,3958.550048828125
2021-03-31,0.0014217140754529585,0.33167128131754,0.6669070126178364,3972.889892578125
2021-04-01,0.0003901798772858456,0.3742944814245372,0.6253153582413992,4019.8701171875
2021-04-05,0.0002720341144595295,0.0001186406661872752,0.9996094107627869,4077.909912109375
2021-04-06,0.17884700595459435,0.15267001795291435,0.6684829766551653,4073.93994140625
2021-04-12,0.4796958565711975,0.515895426273346,0.004408745560795069,4127.990234375
2021-04-13,0.0001549617009004578,0.4999477007731912,0.4998973504989408,4141.58984375
2021-04-14,0.018393932608887553,0.4787311307154596,0.5028749611228704,4124.66015625
2021-04-15,0.0010585372547211591,0.001187149500765372,0.9977543205022812,4170.419921875
2021-04-19,0.0006979311583563685,0.0002769121201708913,0.9990251064300537,4163.259765625
2021-04-20,0.9962621331214905,0.0002916491648647934,0.003446162911131978,4134.93994140625
2021-04-21,0.0009313283953815699,0.9986652135848999,0.0004035145102534443,4173.419921875
2021-04-26,0.0003404742747079581,8.069015166256577e-05,0.9995788931846619,4187.6201171875
2021-04-28,0.9982081651687622,0.0002866258437279612,0.0015051986556500196,4183.18017578125
2021-04-29,0.33300454135799856,0.33340841193178977,0.33358702540378243,4211.47021484375
2021-04-30,0.49944609428712283,0.5001873284054454,0.00036650362744694576,4181.169921875
2021-05-03,0.9987248778343201,0.0005584093159995973,0.0007166682626120746,4192.66015625
2021-05-04,0.001929525751620531,0.031386230140924454,0.9666842222213745,4164.66015625
2021-05-05,0.49914627613907214,0.0008618245446996298,0.49999187483626883,4167.58984375
2021-05-06,0.00021279917564243078,0.00016144475375767797,0.9996256828308105,4201.6201171875
2021-05-07,0.7038934230804443,0.12093216925859451,0.17517440021038055,4232.60009765625
2021-05-10,0.00026243330466968473,0.4999714663372288,0.49976604993753426,4188.43017578125
2021-05-12,0.00025079002080019563,0.0007857806922402233,0.9989634454250336,4063.0400390625
2021-05-14,0.00030739145586267114,0.00045869292807765305,0.9992339611053467,4173.85009765625
2021-05-17,0.0001661119022173807,0.0002337599144084379,0.9996001124382019,4163.2900390625
2021-05-18,0.0001677522886893712,0.5003905948251486,0.4994416738700238,4127.830078125
2021-05-19,0.00026390369748696685,6.887247582199052e-05,0.9996672868728638,4115.68017578125
2021-05-20,0.00022618172806687653,7.818777521606535e-05,0.9996956586837769,4159.1201171875
2021-05-21,0.4654366904287599,0.0005083712130726781,0.5340549498796463,4155.85986328125
2021-05-24,0.00019291123317088932,0.00012131940457038581,0.9996857643127441,4197.0498046875
2021-05-25,0.49912906653480604,0.0005607311250059865,0.5003101730835624,4188.1298828125
2021-05-28,0.49832388471259037,0.0002002860164793674,0.5014758177567273,4204.10986328125
2021-06-01,0.00019782732124440372,0.00010230546467937529,0.9996999502182007,4202.0400390625
2021-06-02,8.887063449947163e-05,0.9998315572738647,7.949396240292117e-05,4208.1201171875
2021-06-03,0.0002644311753101647,7.425090007018298e-05,0.9996613264083862,4192.85009765625
2021-06-09,0.04696926932956558,0.4512424352578819,0.5017883279360831,4219.5498046875
2021-06-10,0.0002988425549119711,0.00010808134538820013,0.9995930790901184,4239.18017578125
2021-06-14,0.00022237785742618144,0.0003017709532286972,0.99947589635849,4255.14990234375
2021-06-15,0.49925186743348604,0.0002725877711782232,0.5004755704430863,4246.58984375
2021-06-16,0.0008231672982219607,0.0026465421142347623,0.9965303242206573,4223.7001953125
2021-06-17,0.022998061031103134,0.00010042253416031599,0.9769014716148376,4221.85986328125
2021-06-18,0.0002835826308000833,7.936602560221218e-05,0.9996370375156403,4166.4501953125
2021-06-21,0.000300495681585744,0.00010787030623760074,0.9995916485786438,4224.7900390625
2021-06-23,0.0002804478717735037,0.00011685140270856209,0.9996027052402496,4241.83984375
2021-06-24,0.9985439777374268,0.00038259520079009235,0.001073523540981114,4266.490234375
2021-06-25,0.00023910982417874038,7.253913645399734e-05,0.9996883869171143,4280.7001953125
2021-06-29,0.10126179302460514,0.5051141143776476,0.39362407848238945,4291.7998046875
2021-06-30,0.34089841520957026,0.3269771634756277,0.33212440700541873,4297.5
2021-07-02,6.139648030512035e-05,0.9998629093170166,7.568689034087583e-05,4352.33984375
2021-07-06,0.0006063460896257311,0.48822140825359384,0.511172192171216,4343.5400390625
2021-07-07,0.9851006865501404,0.0004546181589830667,0.014444752596318722,4358.1298828125
2021-07-08,0.28981488353262347,0.04424135464068968,0.6659436930591861,4320.81982421875
2021-07-13,0.499104133588844,0.0002233738559880294,0.5006724786944687,4369.2099609375
2021-07-15,0.49850568498368375,0.0013873110001441091,0.5001069770660251,4360.02978515625
2021-07-19,0.04261760786175728,0.9539737701416016,0.003408603137359023,4258.490234375
2021-07-21,0.49939154025923926,0.0002110291134158615,0.5003974432474934,4358.68994140625
2021-07-22,0.24113680931259296,0.26010768009655294,0.49875552693993086,4367.47998046875
2021-07-23,0.0003497714933473617,8.252558473031968e-05,0.9995676875114441,4411.7900390625
2021-07-29,0.0015119121089810506,0.4951375979799195,0.5033505426254123,4419.14990234375
2021-07-30,0.998836100101471,0.00044524227268993855,0.0007186750881373882,4395.259765625
2021-08-02,0.0009779428219189867,0.0005847975335200317,0.9984372735023499,4387.16015625
2021-08-03,0.0002216023567598313,0.0012100756430299953,0.9985682964324951,4423.14990234375
2021-08-04,0.0002459344104863703,0.00016396204591728747,0.9995900988578796,4402.66015625
2021-08-05,0.20361327595310286,0.49921812885440886,0.29716855060542,4429.10009765625
2021-08-06,0.00023180955031421036,0.0001800179888959974,0.9995881915092468,4436.52001953125
2021-08-09,0.33325917919379816,0.00021539303997997195,0.6665254409696596,4432.35009765625
2021-08-10,0.07661203715542797,0.0002989476124639623,0.9230890274047852,4436.75
2021-08-11,0.00030043598235351965,0.00012986885121790692,0.9995697140693665,4442.41015625
2021-08-12,0.0007145694689825177,0.3520364901050925,0.6472489088773727,4460.830078125
2021-08-16,0.49755114666186273,0.002870936441468075,0.49957792490022257,4479.7099609375
2021-08-17,0.0002143638048437424,9.884851897368208e-05,0.9996867775917053,4448.080078125
2021-08-18,0.0004274054372217506,0.00809828657656908,0.9914742708206177,4400.27001953125
2021-08-19,0.0002657549048308283,0.0002625896595418453,0.9994717240333557,4405.7998046875
2021-08-20,0.679598331451416,0.31427833437919617,0.006123301573097706,4441.669921875
2021-08-24,0.0003358463291078806,0.0002898602106142789,0.9993743300437927,4486.22998046875
2021-08-25,0.9986703395843506,0.00047108985017985106,0.0008586273179389536,4496.18994140625
2021-08-26,0.3334965906590999,0.24131258777439749,0.42519083914036554,4470.0
2021-08-27,0.0015199678018689156,0.00011187954078195617,0.9983682036399841,4509.3701171875
2021-08-31,0.00027281660004518926,8.577998960390687e-05,0.9996414184570312,4522.68017578125
2021-09-02,0.0018629698824952357,0.46476387119400897,0.5333731397986412,4536.9501953125
2021-09-07,0.9973835349082947,0.0006724786362610757,0.0019440051401033998,4520.02978515625
2021-09-08,0.32707943391869776,0.17315668181981891,0.4997639151988551,4514.06982421875
2021-09-10,0.9983818531036377,0.000340966391377151,0.0012771111214533448,4458.580078125
2021-09-13,0.6654060938744806,0.0005886934523005038,0.3340052166604437,4468.72998046875
2021-09-16,0.9982377290725708,0.0004340809828136116,0.0013281964929774404,4473.75
2021-09-20,0.9985308051109314,0.0008158620912581682,0.0006533401610795408,4357.72998046875
2021-09-22,0.6007222433884939,0.30057788170718897,0.09869983035605401,4395.64013671875
2021-09-28,0.9762707948684692,0.0012619292829185724,0.022467292845249176,4352.6298828125
2021-09-29,0.905559778213501,0.0067634619772434235,0.08767668157815933,4359.4599609375
2021-09-30,0.3973757462459616,0.01814957253955072,0.5844746914459392,4307.5400390625
2021-10-01,0.4971289022723795,0.0026032103633042425,0.5002678913297132,4357.0400390625
2021-10-05,0.0004922732405248098,0.347315125829482,0.6521925628185272,4345.72021484375
2021-10-06,0.6533252551841239,0.0002810063985331605,0.34639374535375583,4363.5498046875
2021-10-07,0.000211030292120995,0.2500086720638137,0.7497803031183139,4399.759765625
2021-10-11,0.0987614878686145,0.2744502465648111,0.6267882248697182,4361.18994140625
2021-10-12,0.0003387999895494431,7.099303911672905e-05,0.9995902180671692,4350.64990234375
2021-10-13,0.0006548489618580788,0.0002642420804477297,0.9990809162457784,4363.7998046875
2021-10-15,0.2859834134578705,0.0003766279842238873,0.7136399745941162,4471.3701171875
2021-10-18,0.22413653758485452,0.025614691148803104,0.7502487611491233,4486.4599609375
2021-10-19,0.004353560846842204,0.331306367382543,0.6643400628430148,4519.6298828125
2021-10-21,0.000245717033976689,6.527290679514408e-05,0.999688982963562,4549.77978515625
2021-10-22,0.00018658259068615735,0.0001824837236199528,0.9996309280395508,4544.89990234375
2021-10-25,0.00516818230971694,8.73029712238349e-05,0.9947445392608643,4566.47998046875
2021-10-26,0.00029285255004651845,6.464685429818928e-05,0.9996424913406372,4574.7900390625
2021-10-27,0.49923929903889075,0.0003109518947894685,0.5004497291520238,4551.68017578125
2021-10-28,0.0016830404638312757,6.554627179866657e-05,0.9982514083385468,4596.419921875
2021-11-01,0.003927169367671013,8.215782872866839e-05,0.9959906935691833,4613.669921875
2021-11-03,0.00021388824097812176,0.9996273517608643,0.00015873934898991138,4660.56982421875
2021-11-04,0.00034965158556587994,0.03869757540815044,0.9609527587890625,4680.06005859375
2021-11-08,0.0005528643329550201,0.3306394121827907,0.6688077414097885,4701.7001953125
2021-11-09,0.00036202063589977723,0.3332491409261517,0.6663888613256859,4685.25
2021-11-11,0.28112125396728516,0.7113491892814636,0.007529490627348423,4649.27001953125
2021-11-12,0.000230889578233473,0.00012056359992129728,0.9996485710144043,4682.85009765625
2021-11-15,0.17350202865782194,0.3332855379509662,0.49321238837001147,4682.7998046875
2021-11-16,0.00027855767984874547,7.031700079096481e-05,0.9996510744094849,4700.89990234375
2021-11-17,0.001592095875821542,0.0011931443150388077,0.9972147941589355,4688.669921875
2021-11-22,6.13011434325017e-05,0.9998471736907959,9.159575711237267e-05,4682.93994140625
2021-11-24,0.00022389406512957066,0.00010095208563143387,0.9996751546859741,4701.4599609375
2021-11-29,0.9974237680435181,0.0019778250716626644,0.000598386861383915,4655.27001953125
2021-11-30,0.00156637211330235,0.0027440120247774757,0.9956896305084229,4567.0
2021-12-01,0.00021760982053820044,0.0001236508396686986,0.9996587038040161,4513.0400390625
2021-12-02,0.24997841459480696,0.002859319622075418,0.7471622811863199,4577.10009765625
2021-12-06,0.00029338212334550917,0.0001085841067833826,0.9995980858802795,4591.669921875
2021-12-07,0.7336062043905258,0.001594787259818986,0.26479899045079947,4686.75
2021-12-08,0.6653562114806846,0.00047813679702812806,0.33416566307035583,4701.2099609375
2021-12-09,0.9657743573188782,0.0003678733773995191,0.03385781869292259,4667.4501953125
2021-12-10,0.002864660640625516,0.6569400554290041,0.34019525623686303,4712.02001953125
2021-12-13,0.49545342808414716,0.004012277498986805,0.5005342724034563,4668.97021484375
