,negative_score,neutral_score,positive_score,Close
2020-01-02,0.9975983500480652,0.001033623586408794,0.001368004479445517,3257.85009765625
2020-01-03,0.0002229320234619081,0.00010311805817764252,0.9996739625930786,3234.85009765625
2020-01-06,0.000436142465332523,0.00017394530004821718,0.9993898868560791,3246.280029296875
2020-01-08,0.000252044468652457,7.144379196688533e-05,0.9996765851974487,3253.050048828125
2020-01-09,9.95826194412075e-05,0.9997753500938416,0.00012497202260419726,3274.699951171875
2020-01-10,0.0008566778851673007,0.5021462440490723,0.49699705839157104,3265.35009765625
2020-01-13,0.0005318331532180309,8.491909102303907e-05,0.9993832111358643,3288.1298828125
2020-01-17,0.9984651803970337,0.0002974079689010978,0.001237434335052967,3329.6201171875
2020-01-21,0.00024125701747834682,0.00012809191684937105,0.9996306598186493,3320.7900390625
2020-01-22,0.99676114320755,0.00025257273227907717,0.002986256266012788,3321.75
2020-01-27,0.9985069632530212,0.0004314641992095858,0.0010615395149216056,3243.6298828125
2020-01-29,0.17782211537511708,0.46449537350660347,0.3576825008106728,3273.39990234375
2020-01-30,0.0012175305746495724,8.414687908953056e-05,0.998698353767395,3283.659912109375
2020-02-03,0.0002915105942520313,0.0003597729737521149,0.9993487298488617,3248.919921875
2020-02-05,0.0056236214004457,0.3181859850883484,0.6761903762817383,3334.68994140625
2020-02-06,0.3991221393836895,0.00035082994581898675,0.6005270438734442,3345.780029296875
2020-02-07,0.9543387293815613,0.00347293633967638,0.0421883687376976,3327.7099609375
2020-02-12,0.4995268523780396,0.4999179532605922,0.0005552468937821686,3379.449951171875
2020-02-14,0.9971936941146851,0.0018323705298826098,0.0009738925728015602,3380.159912109375
2020-02-20,0.01770683502157529,0.33126863212964963,0.6510245573008433,3373.22998046875
2020-02-21,0.018948664888739586,0.9755109548568726,0.005540379323065281,3337.75
2020-02-24,7.301387086044997e-05,0.9996589422225952,0.00026801644708029926,3225.889892578125
2020-02-25,0.9961864352226257,0.00296095572412014,0.0008526677847839892,3128.2099609375
2020-02-27,0.9980916380882263,0.0004838356690015644,0.0014246240025386214,2978.760009765625
2020-02-28,0.6583610112623622,0.2941228656563908,0.04751616373929816,2954.219970703125
2020-03-02,0.00016385194612666965,0.0001730678923195228,0.9996631145477295,3090.22998046875
2020-03-03,0.0001963577524293214,0.9898048639297485,0.009998795576393604,3003.3701171875
2020-03-06,0.13610345382767264,0.3630962078459561,0.5008002850227058,2972.3701171875
2020-03-09,0.5043888692744076,0.001903342956211418,0.4937077582580969,2746.56005859375
2020-03-10,0.976398766040802,0.021400081925094128,0.002201237832196057,2882.22998046875
2020-03-11,0.00031202330137602985,0.0014365806709975004,0.9982513785362244,2741.3798828125
2020-03-12,0.9982558190822601,0.0006247894198168069,0.001119416963774711,2480.639892578125
2020-03-13,0.0012444264830264729,0.8559586703777313,0.14279684037319385,2711.02001953125
2020-03-16,0.00018053244275506586,0.0003255378396715969,0.9994939565658569,2386.1298828125
2020-03-17,0.0015161323026404716,0.43108861707150936,0.5673952624201775,2529.18994140625
2020-03-18,0.0013300409482326359,0.06928082450758666,0.9293891489505768,2398.10009765625
2020-03-19,0.0009600570192560554,5.659989983541891e-05,0.9989833235740662,2409.389892578125
2020-03-20,0.0031015645266355327,0.40814621491881553,0.588752219065403,2304.919921875
2020-03-24,0.9983172416687012,0.00046767538879066706,0.0012151326518505812,2447.330078125
2020-03-27,0.0006495635607279837,9.33439951040782e-05,0.9992570281028748,2541.469970703125
2020-03-30,0.4910583718738053,0.009305115643655881,0.4996364982216619,2626.64990234375
2020-03-31,0.0004919706771033816,0.000153911707457155,0.9993541240692139,2584.590087890625
2020-04-01,0.25173930467281025,0.005745258116803598,0.7425154203956481,2470.5
2020-04-02,0.00021445205493364483,0.00012732454342767596,0.9996582269668579,2526.89990234375
2020-04-03,0.003273766953498125,0.7230893969535828,0.2736368477344513,2488.64990234375
2020-04-06,0.00022793206153437495,0.006934975273907185,0.992837131023407,2663.679931640625
2020-04-14,0.0006344144348986447,0.15251456201076508,0.8468509912490845,2846.06005859375
2020-04-16,0.0011134063825011253,0.01666111871600151,0.9822254180908203,2799.550048828125
2020-04-20,0.5308307521045208,0.0002420477831037715,0.4689272539690137,2823.159912109375
2020-04-21,0.4996330420108279,0.0002764359123830218,0.5000905906781554,2736.56005859375
2020-04-23,0.008729014545679092,7.945571996970102e-05,0.991191565990448,2797.800048828125
2020-04-24,0.49936847931166994,0.49999546876642853,0.0006361398845911026,2836.739990234375
2020-04-27,0.9962765574455261,0.0019852654077112675,0.0017380964709445834,2878.47998046875
2020-04-28,0.017437640242860653,0.49658311082748696,0.4859792464412749,2863.389892578125
2020-04-30,0.2579875886440277,0.000789139022041733,0.7412232458591461,2912.429931640625
2020-05-01,0.3194058352819411,0.011994760898232926,0.6685994107586642,2830.7099609375
2020-05-04,0.49924808802461484,0.0014070085308048874,0.49934496608329937,2842.739990234375
2020-05-06,0.0001857195602497086,0.9932456612586975,0.006568596698343754,2848.419921875
2020-05-08,0.0013703573495149612,0.00028517915052361786,0.9983444213867188,2929.800048828125
2020-05-11,0.8938127756118774,0.0002922769053839147,0.10589497536420822,2930.18994140625
2020-05-12,0.7201961626609167,0.0004695943110467245,0.27933424468695495,2870.1201171875
2020-05-13,0.00020654643594752997,0.00010236957314191386,0.9996911287307739,2820.0
2020-05-15,9.572748967912048e-05,0.998788058757782,0.0011161748552694917,2863.699951171875
2020-05-19,0.48711312195518985,0.011298616904241499,0.5015882704174146,2922.93994140625
2020-05-20,0.004156890790909529,0.9870629906654358,0.0087800407782197,2971.610107421875
2020-05-21,0.4987730810971698,0.00016187083383556455,0.5010650012409315,2948.510009765625
2020-05-26,0.00024085221230052412,0.0010568923316895962,0.9987022876739502,2991.77001953125
2020-05-27,0.00021292456949595362,0.00016263412544503808,0.9996243715286255,3036.1298828125
2020-05-28,0.00019114671158604324,0.00019004903151653707,0.9996187686920166,3029.72998046875
2020-05-29,0.8794909119606018,0.0626867339015007,0.0578223280608654,3044.31005859375
2020-06-04,0.0004878234467469156,8.235569839598611e-05,0.9994297623634338,3112.35009765625
2020-06-05,0.21329283714294434,0.009776563383638859,0.776930570602417,3193.929931640625
2020-06-10,0.00024016512907110155,0.00011268450180068612,0.9996471405029297,3190.139892578125
2020-06-11,0.0009362678392790258,0.5897176861763,0.4093460440635681,3002.10009765625
2020-06-16,0.00024378894158871844,0.0005285194238240365,0.9992276728153229,3124.739990234375
2020-06-19,0.00026679527945816517,0.000252032681601122,0.9994811415672302,3097.739990234375
2020-06-22,0.001081775058992207,0.4857327938079834,0.513185441493988,3117.860107421875
2020-06-23,0.7072921395301819,0.0011254089185968041,0.2915824353694916,3131.2900390625
2020-06-25,0.33114618330970796,0.33281287700325873,0.3360409934539348,3083.760009765625
2020-06-26,8.502729906467721e-05,0.9998363256454468,7.87181343184784e-05,3009.050048828125
2020-06-29,0.009897181764245033,0.008438816294074059,0.9816640615463257,3053.239990234375
2020-06-30,0.00022557014017365873,0.00012845049786847085,0.9996459484100342,3100.2900390625
2020-07-06,0.81236732006073,0.0042505874298512936,0.18338210880756378,3179.719970703125
2020-07-10,0.00023396749020321295,0.004545186966424808,0.995220810174942,3185.0400390625
2020-07-13,0.00036378801451064646,0.00013063388178125024,0.9995055198669434,3155.219970703125
2020-07-16,0.0018203493673354387,0.00016802693426143378,0.998011589050293,3215.570068359375
2020-07-17,0.00010468398977536708,0.9994353652000427,0.0004598962841555476,3224.72998046875
2020-07-20,0.49008782106102444,0.00197012371791061,0.5079420646652579,3251.840087890625
2020-07-22,0.008389689959585667,0.001347723533399403,0.990262508392334,3276.02001953125
2020-07-24,0.00018729668227024376,0.9993531107902527,0.00045964974560774863,3215.6298828125
2020-07-27,0.00017367041436955333,0.00018593757704365999,0.9996403455734253,3239.409912109375
2020-07-30,0.347149807959795,0.09982682602276327,0.5530233904719353,3246.219970703125
2020-08-03,0.00019916325254598632,0.0003453903627814725,0.999455451965332,3294.610107421875
2020-08-04,0.4995017596229445,0.0002604255423648283,0.5002378129574936,3306.510009765625
2020-08-10,0.3349068329747145,0.000369488014257513,0.6647236531134695,3360.469970703125
2020-08-11,0.00021778579684905708,0.00012130204413551837,0.9996609091758728,3333.68994140625
2020-08-14,0.0006255080224946141,0.00010469050175743178,0.9992697834968567,3372.85009765625
2020-08-17,0.002365613356232643,0.0077040535397827625,0.989930272102356,3381.989990234375
2020-08-20,0.3852905865496723,0.11323617018933874,0.501473248237744,3385.510009765625
2020-08-24,0.9966512322425842,0.0022794422693550587,0.0010692868381738663,3431.280029296875
2020-08-25,0.2796374484411596,0.0015572303818771616,0.718805323044459,3443.6201171875
2020-08-26,0.2924415062540599,0.0092077746327656,0.698350690305233,3478.72998046875
2020-08-27,0.33273320776546217,0.0006659872112019608,0.6666007999059124,3484.550048828125
2020-08-28,0.00031809721258468926,0.00011429197911638767,0.9995675683021545,3508.010009765625
2020-08-31,0.0005983395967632532,0.000158172711962834,0.9992434978485107,3500.31005859375
2020-09-08,0.9863891899585724,0.002836074185324833,0.010774720401968807,3331.840087890625
2020-09-09,0.0016623513074591756,6.658396159764379e-05,0.998271107673645,3398.9599609375
2020-09-10,0.7413322925567627,0.02050105109810829,0.2381666749715805,3339.18994140625
2020-09-11,0.07653582841157913,0.8828222751617432,0.040641963481903076,3340.969970703125
2020-09-14,0.00024712199228815734,0.0004881653124660564,0.9992647171020508,3383.5400390625
2020-09-15,0.00019147460989188403,0.00012278725262149237,0.9996857345104218,3401.199951171875
2020-09-16,0.00020168388437014073,8.337363397004083e-05,0.9997149109840393,3385.489990234375
