,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-11,3595.860107421875,3640.659912109375,3568.449951171875,3588.840087890625,4759030000,0.0,0.0
2022-10-12,3590.830078125,3608.340087890625,3573.860107421875,3577.030029296875,4006830000,0.0,0.0
2022-10-13,3520.3701171875,3685.409912109375,3491.580078125,3669.909912109375,5021680000,0.0,0.0
2022-10-14,3690.409912109375,3712.0,3579.679931640625,3583.070068359375,4243030000,0.0,0.0
2022-10-17,3638.64990234375,3689.72998046875,3638.64990234375,3677.949951171875,4352780000,0.0,0.0
2022-10-18,3746.260009765625,3762.7900390625,3686.530029296875,3719.97998046875,4483740000,0.0,0.0
2022-10-19,3703.110107421875,3728.580078125,3666.510009765625,3695.159912109375,4223800000,0.0,0.0
2022-10-20,3689.050048828125,3736.0,3656.43994140625,3665.780029296875,4496620000,0.0,0.0
2022-10-21,3657.10009765625,3757.889892578125,3647.419921875,3752.75,5078020000,0.0,0.0
2022-10-24,3762.010009765625,3810.739990234375,3741.64990234375,3797.340087890625,4747930000,0.0,0.0
2022-10-25,3799.43994140625,3862.85009765625,3799.43994140625,3859.110107421875,4843120000,0.0,0.0
2022-10-26,3825.969970703125,3886.14990234375,3824.070068359375,3830.60009765625,4817310000,0.0,0.0
2022-10-27,3834.68994140625,3859.949951171875,3803.7900390625,3807.300048828125,4687320000,0.0,0.0
2022-10-28,3808.260009765625,3905.419921875,3808.260009765625,3901.06005859375,4459410000,0.0,0.0
2022-10-31,3881.85009765625,3893.72998046875,3863.179931640625,3871.97998046875,4820620000,0.0,0.0
2022-11-01,3901.7900390625,3911.7900390625,3843.800048828125,3856.10009765625,4481210000,0.0,0.0
2022-11-02,3852.89990234375,3894.43994140625,3758.679931640625,3759.68994140625,4899000000,0.0,0.0
2022-11-03,3733.25,3750.590087890625,3698.14990234375,3719.889892578125,4625290000,0.0,0.0
2022-11-04,3766.97998046875,3796.340087890625,3708.840087890625,3770.550048828125,5400180000,0.0,0.0
2022-11-07,3780.7099609375,3813.949951171875,3764.699951171875,3806.800048828125,4341620000,0.0,0.0
2022-11-08,3817.02001953125,3859.39990234375,3786.280029296875,3828.110107421875,4607640000,0.0,0.0
2022-11-09,3810.93994140625,3818.199951171875,3744.219970703125,3748.570068359375,4645010000,0.0,0.0
2022-11-10,3859.889892578125,3958.330078125,3859.889892578125,3956.3701171875,5781260000,0.0,0.0
2022-11-11,3963.719970703125,4001.47998046875,3944.820068359375,3992.929931640625,5593310000,0.0,0.0
2022-11-14,3977.969970703125,4008.969970703125,3956.39990234375,3957.25,4561930000,0.0,0.0
2022-11-15,4006.409912109375,4028.840087890625,3953.169921875,3991.72998046875,5015310000,0.0,0.0
2022-11-16,3976.820068359375,3983.090087890625,3954.340087890625,3958.7900390625,4165320000,0.0,0.0
2022-11-17,3919.260009765625,3954.330078125,3906.5400390625,3946.56005859375,4051780000,0.0,0.0
2022-11-18,3966.389892578125,3979.889892578125,3935.97998046875,3965.340087890625,4037360000,0.0,0.0
2022-11-21,3956.22998046875,3962.0,3933.340087890625,3949.93994140625,3850690000,0.0,0.0
2022-11-22,3965.510009765625,4005.8798828125,3956.8798828125,4003.580078125,3887990000,0.0,0.0
2022-11-23,4000.300048828125,4033.780029296875,3998.659912109375,4027.260009765625,3279720000,0.0,0.0
2022-11-25,4023.340087890625,4034.02001953125,4020.760009765625,4026.1201171875,1706460000,0.0,0.0
2022-11-28,4005.360107421875,4012.27001953125,3955.77001953125,3963.93994140625,3615430000,0.0,0.0
2022-11-29,3964.18994140625,3976.77001953125,3937.64990234375,3957.6298828125,3546040000,0.0,0.0
2022-11-30,3957.179931640625,4080.110107421875,3938.580078125,4080.110107421875,6579360000,0.0,0.0
2022-12-01,4087.139892578125,4100.509765625,4050.8701171875,4076.570068359375,4527130000,0.0,0.0
2022-12-02,4040.169921875,4080.47998046875,4026.6298828125,4071.699951171875,4012620000,0.0,0.0
2022-12-05,4052.02001953125,4052.449951171875,3984.489990234375,3998.840087890625,4280820000,0.0,0.0
2022-12-06,3996.6298828125,4001.510009765625,3918.389892578125,3941.260009765625,4368380000,0.0,0.0
2022-12-07,3933.280029296875,3957.570068359375,3922.679931640625,3933.919921875,4118050000,0.0,0.0
2022-12-08,3947.7900390625,3974.18994140625,3935.830078125,3963.510009765625,4006900000,0.0,0.0
2022-12-09,3954.169921875,3977.02001953125,3933.0400390625,3934.3798828125,3888260000,0.0,0.0
2022-12-12,3939.2900390625,3990.7099609375,3935.300048828125,3990.56005859375,3904130000,0.0,0.0
2022-12-13,4069.3798828125,4100.9599609375,3993.030029296875,4019.64990234375,5079360000,0.0,0.0
2022-12-14,4015.5400390625,4053.760009765625,3965.64990234375,3995.320068359375,4472340000,0.0,0.0
2022-12-15,3958.3701171875,3958.3701171875,3879.449951171875,3895.75,4493900000,0.0,0.0
2022-12-16,3890.909912109375,3890.909912109375,3827.909912109375,3852.360107421875,7493660000,0.0,0.0
2022-12-19,3853.7900390625,3854.860107421875,3800.0400390625,3817.659912109375,3969610000,0.0,0.0
2022-12-20,3810.469970703125,3838.239990234375,3795.6201171875,3821.6201171875,3985370000,0.0,0.0
2022-12-21,3839.489990234375,3889.820068359375,3839.489990234375,3878.43994140625,3775200000,0.0,0.0
2022-12-22,3853.260009765625,3853.260009765625,3764.489990234375,3822.389892578125,3956950000,0.0,0.0
2022-12-23,3815.110107421875,3845.800048828125,3797.010009765625,3844.820068359375,2819280000,0.0,0.0
2022-12-27,3843.340087890625,3846.64990234375,3813.219970703125,3829.25,3030300000,0.0,0.0
2022-12-28,3829.56005859375,3848.320068359375,3780.780029296875,3783.219970703125,3083520000,0.0,0.0
2022-12-29,3805.449951171875,3858.18994140625,3805.449951171875,3849.280029296875,3003680000,0.0,0.0
2022-12-30,3829.06005859375,3839.85009765625,3800.340087890625,3839.5,2979870000,0.0,0.0
2023-01-03,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3959140000,0.0,0.0
2023-01-04,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,4414080000,0.0,0.0
2023-01-05,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3893450000,0.0,0.0
2023-01-06,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3923560000,0.0,0.0
2023-01-09,3910.820068359375,3950.570068359375,3890.419921875,3892.090087890625,4311770000,0.0,0.0
2023-01-10,3888.570068359375,3919.830078125,3877.2900390625,3919.25,3851030000,0.0,0.0
2023-01-11,3932.35009765625,3970.070068359375,3928.5400390625,3969.610107421875,4303360000,0.0,0.0
2023-01-12,3977.570068359375,3997.760009765625,3937.56005859375,3983.169921875,4440260000,0.0,0.0
2023-01-13,3960.60009765625,4003.949951171875,3947.669921875,3999.090087890625,3939700000,0.0,0.0
2023-01-17,3999.280029296875,4015.389892578125,3984.570068359375,3990.969970703125,4235560000,0.0,0.0
2023-01-18,4002.25,4014.159912109375,3926.590087890625,3928.860107421875,4298710000,0.0,0.0
2023-01-19,3911.840087890625,3922.93994140625,3885.5400390625,3898.85009765625,3991500000,0.0,0.0
2023-01-20,3909.0400390625,3972.9599609375,3897.860107421875,3972.610107421875,4013360000,0.0,0.0
2023-01-23,3978.139892578125,4039.31005859375,3971.639892578125,4019.81005859375,3945210000,0.0,0.0
2023-01-24,4001.739990234375,4023.919921875,3989.7900390625,4016.949951171875,3320430000,0.0,0.0
2023-01-25,3982.7099609375,4019.550048828125,3949.06005859375,4016.219970703125,3724020000,0.0,0.0
2023-01-26,4036.080078125,4061.570068359375,4013.2900390625,4060.429931640625,3809590000,0.0,0.0
2023-01-27,4053.719970703125,4094.2099609375,4048.699951171875,4070.56005859375,3907760000,0.0,0.0
2023-01-30,4049.27001953125,4063.85009765625,4015.550048828125,4017.77001953125,3802000000,0.0,0.0
2023-01-31,4020.85009765625,4077.159912109375,4020.43994140625,4076.60009765625,4679320000,0.0,0.0
2023-02-01,4070.070068359375,4148.9501953125,4037.199951171875,4119.2099609375,4856930000,0.0,0.0
2023-02-02,4158.68017578125,4195.43994140625,4141.8798828125,4179.759765625,5624360000,0.0,0.0
2023-02-03,4136.68994140625,4182.35986328125,4123.35986328125,4136.47998046875,4694510000,0.0,0.0
2023-02-06,4119.56982421875,4124.6298828125,4093.3798828125,4111.080078125,4114240000,0.0,0.0
2023-02-07,4105.35009765625,4176.5400390625,4088.389892578125,4164.0,4355860000,0.0,0.0
2023-02-08,4153.47021484375,4156.85009765625,4111.669921875,4117.85986328125,4029820000,0.0,0.0
2023-02-09,4144.25,4156.22998046875,4069.669921875,4081.5,4270200000,0.0,0.0
2023-02-10,4068.919921875,4094.360107421875,4060.7900390625,4090.4599609375,3891520000,0.0,0.0
2023-02-13,4096.6201171875,4138.89990234375,4092.669921875,4137.2900390625,3448620000,0.0,0.0
2023-02-14,4126.7001953125,4159.77001953125,4095.010009765625,4136.1298828125,3929200000,0.0,0.0
2023-02-15,4119.5,4148.10986328125,4103.97998046875,4147.60009765625,4075980000,0.0,0.0
2023-02-16,4114.75,4136.5400390625,4089.489990234375,4090.409912109375,4143660000,0.0,0.0
2023-02-17,4077.389892578125,4081.510009765625,4047.949951171875,4079.090087890625,4045480000,0.0,0.0
2023-02-21,4052.35009765625,4052.35009765625,3995.18994140625,3997.340087890625,4121590000,0.0,0.0
2023-02-22,4001.830078125,4017.3701171875,3976.89990234375,3991.050048828125,4079320000,0.0,0.0
2023-02-23,4018.60009765625,4028.300048828125,3969.18994140625,4012.320068359375,3952940000,0.0,0.0
2023-02-24,3973.239990234375,3978.25,3943.080078125,3970.0400390625,3877700000,0.0,0.0
2023-02-27,3992.360107421875,4018.050048828125,3973.550048828125,3982.239990234375,3836950000,0.0,0.0
2023-02-28,3977.18994140625,3997.5,3968.97998046875,3970.14990234375,5043400000,0.0,0.0
2023-03-01,3963.340087890625,3971.72998046875,3939.050048828125,3951.389892578125,4249480000,0.0,0.0
2023-03-02,3938.679931640625,3990.840087890625,3928.159912109375,3981.35009765625,4244900000,0.0,0.0
2023-03-03,3998.02001953125,4048.2900390625,3995.169921875,4045.639892578125,4084730000,0.0,0.0
2023-03-06,4055.14990234375,4078.489990234375,4044.610107421875,4048.419921875,4000870000,0.0,0.0
2023-03-07,4048.260009765625,4050.0,3980.31005859375,3986.3701171875,3922500000,0.0,0.0
2023-03-08,3987.550048828125,4000.409912109375,3969.760009765625,3992.010009765625,3535570000,0.0,0.0
2023-03-09,3998.659912109375,4017.81005859375,3908.699951171875,3918.320068359375,4445260000,0.0,0.0
2023-03-10,3912.77001953125,3934.050048828125,3846.320068359375,3861.590087890625,5518190000,0.0,0.0
2023-03-13,3835.1201171875,3905.050048828125,3808.860107421875,3855.760009765625,6558020000,0.0,0.0
2023-03-14,3894.010009765625,3937.2900390625,3873.6298828125,3919.2900390625,5665870000,0.0,0.0
2023-03-15,3876.739990234375,3894.260009765625,3838.239990234375,3891.929931640625,6594010000,0.0,0.0
2023-03-16,3878.929931640625,3964.4599609375,3864.110107421875,3960.280029296875,5695790000,0.0,0.0
2023-03-17,3958.68994140625,3958.909912109375,3901.27001953125,3916.639892578125,9354280000,0.0,0.0
2023-03-20,3917.469970703125,3956.6201171875,3916.889892578125,3951.570068359375,5347140000,0.0,0.0
2023-03-21,3975.889892578125,4009.080078125,3971.18994140625,4002.8701171875,4920240000,0.0,0.0
2023-03-22,4002.0400390625,4039.489990234375,3936.169921875,3936.969970703125,4533010000,0.0,0.0
2023-03-23,3959.2099609375,4007.659912109375,3919.050048828125,3948.719970703125,4991600000,0.0,0.0
2023-03-24,3939.2099609375,3972.739990234375,3909.159912109375,3970.989990234375,4583970000,0.0,0.0
2023-03-27,3982.929931640625,4003.830078125,3970.489990234375,3977.530029296875,4233540000,0.0,0.0
2023-03-28,3974.1298828125,3979.199951171875,3951.530029296875,3971.27001953125,4014600000,0.0,0.0
2023-03-29,3999.530029296875,4030.590087890625,3999.530029296875,4027.81005859375,4145250000,0.0,0.0
